,0
0,0.009999999999999832
1,0.010020040080160409
2,0.009970440881763614
3,0.01002054108216434
4,0.009907815631262537
5,0.010091482965931783
6,0.010096993987975814
7,0.010172845691382638
8,0.010266332665330677
9,0.010279859719438844
10,0.01038527054108203
11,0.010405310621242562
12,0.010510120240480997
13,0.010598296593186583
14,0.010692985971944008
15,0.010746292585170424
16,0.010851302605210342
17,0.010945891783566985
18,0.011083166332665258
19,0.011190581162324499
20,0.01128757515030075
21,0.011358316633266747
22,0.01144899799599209
23,0.01152484969939879
24,0.011632464929859643
25,0.011730060120240414
26,0.01180390781563125
27,0.011851503006012122
28,0.011949999999999983
29,0.012022244488977917
30,0.012131262525050054
31,0.01220501002004007
32,0.012284669338677333
33,0.012397094188376796
34,0.012482164328657305
35,0.012555611222444932
36,0.01262975951903808
37,0.012695991983967975
38,0.012763727454909807
39,0.012831763527054093
40,0.01288987975951906
41,0.01297685370741478
42,0.013040280561122254
43,0.013103106212424881
44,0.01317384769539074
45,0.013213927855711426
46,0.013290280561122221
47,0.013333466933867744
48,0.013388677354709378
49,0.013451603206412836
50,0.013517635270541097
51,0.013555511022044131
52,0.013631462925851674
53,0.013692585170340684
54,0.013751503006012016
55,0.013793086172344695
56,0.01384168336673341
57,0.01388226452905814
58,0.013913927855711418
59,0.013978557114228444
60,0.014042585170340663
61,0.014077054108216436
62,0.014106212424849683
63,0.014160921843687379
64,0.014205010020040074
65,0.014240981963927831
66,0.014283366733466935
67,0.014324749498998009
68,0.014364929859719407
69,0.014403907815631287
70,0.014456813627254489
71,0.014490380761523028
72,0.014531963927855707
73,0.01456513026052105
74,0.014602705410821632
75,0.014641482965931846
76,0.014664629258517031
77,0.01470270541082163
78,0.014730561122244482
79,0.014742985971943902
80,0.014783867735470942
81,0.014810721442885779
82,0.014845390781563154
83,0.014869939879759533
84,0.014891783567134251
85,0.014931462925851706
86,0.014965430861723476
87,0.015016132264529051
88,0.015041683366733437
89,0.015072044088176344
90,0.015100801603206385
91,0.01512374749498996
92,0.01514599198396796
93,0.015174949899799568
94,0.015206513026052079
95,0.015229659318637297
96,0.015259919839679335
97,0.015284769539078159
98,0.015307414829659338
99,0.015326653306613218
100,0.015351402805611225
